-0.0351563,-0.0228577
0.0797119,-0.00973511
-0.0149536,-0.0637817
0.00244141,0.0444946
0.00115967,-0.0779419
-0.122742,-0.0417175
-0.0584106,-0.0259705
-0.00323486,-0.00601196
-0.00140381,0.01651
-0.00457764,0.0348206
0.0228271,-0.0551147
0.0143433,-0.0286255
-0.062439,-0.111664
-0.0678711,-0.176453
-0.0634766,-0.0353699
0.0438232,-0.0952759
0.0801392,-0.0857849
0.052063,-0.0681458
0.0394897,0.0370789
-0.00823975,0.0238647
-0.0206909,0.00863647
0.0786133,-0.0385742
-0.0570679,-0.256348
-0.046875,-0.180573
-0.0216064,-0.0909729
0.000488281,-0.0606384
0.0219727,-0.0335083
0.053894,-0.00393677
0.0427856,-0.021637
0.0170288,-0.00131226
0.0603638,-0.0638733
0.0447388,-0.0778503
0.0153809,-0.190186
0.0629272,-0.0153503
0.0630493,-0.0690308
0.0377197,-0.0903015
-0.0119629,-0.0962524
-0.0164795,-0.0606384
0.0760498,-0.0127258
0.0664673,0.0151062
0.0716553,-0.00241089
0.00842285,0.073822
0.0834351,-0.0929565
0.0231323,0.0550842
-0.0548096,0.0406494
-0.0162354,-0.119019
-0.0405884,-0.100647
-0.0909424,-0.241974
-0.00695801,-0.0750427
0.0443115,-0.150879
0.0432129,-0.0958557
-0.0363159,-0.0639954
-0.031189,-0.140167
-0.106323,-0.224548
-0.0195313,-0.338898
0.00750732,-0.334961
0.0491943,-0.266083
0.0759277,-0.0586853
0.0229492,-0.0935059
0.0249634,-0.00134277
-0.0300293,-0.122467
0.0438843,-0.08255
-0.0157471,-0.352356
-0.0585327,-0.313843
0.0623779,-0.356689
0.0449219,-0.32074
0.00280762,-0.241486
0.0148926,-0.163635
0.00579834,-0.044342
-0.00946045,-0.0380554
-0.0391235,-0.0292969
0.0342407,-0.10965
-0.0646362,-0.249908
-0.00445557,-0.0871277
-0.026062,-0.167603
-0.0393677,-0.175293
0.00933838,-0.119202
-0.0120239,-0.0784912
-0.00701904,-0.123962
-0.0162354,-0.119781
-0.0359497,-0.275787
-0.0144653,-0.248444
-0.0397339,-0.130005
-0.0298462,-0.293518
-0.0598755,-0.22168
-0.0195313,-0.295288
-0.0198364,-0.293488
-0.0473633,-0.204102
-0.0862427,-0.348785
-0.0258179,-0.174347
0.0339966,-0.251953
-0.0269165,-0.211456
-0.0172729,-0.129211
-0.0314941,-0.397552
-0.0343628,-0.37674
-0.0527954,-0.31427
-0.0615234,-0.34198
-0.0427246,-0.309235
-0.0274048,-0.276764
0.00170898,-0.268005
